Name,Market,Price,CategoryName,CaloriesPer100g,ProteinPer100g,CarbsPer100g,FatPer100g
"Sazak Doğal M Boy İri Taneli 3,7 kg Yağlı Sele Siyah Zeytin",Pazarama,"1.030,00 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Atabeyi 1 kg Kars Eski Kaşar Dilim Peyniri,Pazarama,"340,00 TL",sut-ve-kahvaltilik,350,25,2,28
Tabib Lokman 320 gr Siyah Kayısı Özü,PttAVM,"177,59 TL",sut-ve-kahvaltilik,48,1.4,11.0,0.4
Karper 8x100 gr Sade Üçgen Peynir,Getir Büyük,"33,99 TL",sut-ve-kahvaltilik,350,25,2,28
Çizmelioğlu 1000 gr Dilimli Taze Kaşar Peynir,Pazarama,"333,00 TL",sut-ve-kahvaltilik,350,25,2,28
Çavuşoğlu 930 gr Kepekli Beyaz Tahin + 1 kg Kozalak Pekmezi,Pazarama,"313,20 TL",sut-ve-kahvaltilik,290,0.6,74,0.3
Öncü 3x1 kg M-S Siyah Yağlı Zeytin,PttAVM,"873,87 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
DoğuMark 1 kg Yayık Tereyağı,PttAVM,"1.085,00 TL",sut-ve-kahvaltilik,717,0.8,0.1,81
Tadıbu 3x330 gr Kakaolu Fındık Ezmesi,Pazarama,"485,10 TL",sut-ve-kahvaltilik,633,14,17,61
Abalı 1 kg Süzme Çiçek Balı,PttAVM,"196,47 TL",sut-ve-kahvaltilik,304,0.3,82,0
Sütaş 36x20 gr Krem Peynir,PttAVM,"485,50 TL",sut-ve-kahvaltilik,350,25,2,28
Paflar Teneke 4.5 kg Lavaş Çörekotlu Peynir,PttAVM,"1.426,44 TL",sut-ve-kahvaltilik,350,25,2,28
Sütaş 200 gr Cam Kasede Özel Yoğurt,idefix,"42,50 TL",sut-ve-kahvaltilik,61,5.2,4.3,3.1
Alpella 180 ml Çikolatalı Süt,PttAVM,"396,98 TL",sut-ve-kahvaltilik,64,3.3,4.7,3.5
Datça 26 kg Çam Balı Teneke,PttAVM,"5.946,53 TL",sut-ve-kahvaltilik,304,0.3,82,0
Fomilk 5x250 gr Sarı Blok Peynir,Pazarama,"646,88 TL",sut-ve-kahvaltilik,350,25,2,28
Doğalinya 3 kg Glutensiz Çiğ Karabuğday Unu,Dogalinya,"319,90 TL",sut-ve-kahvaltilik,364,10.3,76.3,1.0
Teksüt 200 ml Muzlu Süt,Getir Büyük,"59,50 TL",sut-ve-kahvaltilik,64,3.3,4.7,3.5
Ekici 700 gr Tost Peyniri,Pazarama,"254,70 TL",sut-ve-kahvaltilik,350,25,2,28
Koçulu Çiftliği 850 gr Kars Cilavuz Yaylası Geven Balı,Pazarama,"542,50 TL",sut-ve-kahvaltilik,304,0.3,82,0
Segella 350 gr Karamelize Bisküvi Ezmesi,Seğmen,"84,40 TL",sut-ve-kahvaltilik,475,6.7,68,20
Siirt Ürünleri 850 gr Hakiki Ballı Polenli Atom,PttAVM,"275,05 TL",sut-ve-kahvaltilik,,,,
Seyidoğlu 5 kg Gül Reçeli,idefix,"424,00 TL",sut-ve-kahvaltilik,270,0.3,69,0.1
Aynes 900 gr Tam Yağlı Taze Beyaz Peynir,Tarım Kredi Kooperatifi,"149,00 TL",sut-ve-kahvaltilik,350,25,2,28
Karci's 2 kg Doğal Siyah Sele Zeytin,Pazarama,"789,90 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Anavarza 450 gr Süzme Çiçek Balı,Getir Büyük,"145,99 TL",sut-ve-kahvaltilik,304,0.3,82,0
Tadıbu 2x330 gr Kakaolu Fındık Ezmesi,idefix,"310,99 TL",sut-ve-kahvaltilik,633,14,17,61
Ak-Hel 450 gr Kakaolu Tahin Helva,PttAVM,"152,66 TL",sut-ve-kahvaltilik,595,17,22,53
Ak-Hel 275 gr Susamlı Kıtır Helva,PttAVM,"121,78 TL",sut-ve-kahvaltilik,510,12,55,29
Tadıbu 3x330 gr Kakaolu Fındık Kreması,idefix,"419,90 TL",sut-ve-kahvaltilik,539,6,57,30
Itz Nutz 150 gr Sarımsaklı Tereyağı,Vegan Pazaryeri,"189,80 TL",sut-ve-kahvaltilik,717,0.8,0.1,81
Balen Arı Sütü - Bal - Polen Karışımı 230 Gr,Ebitkisel,"229,00 TL",sut-ve-kahvaltilik,316,24,40,5
Nutella 2 Adet Mini Kakaolu Fındık Kreması 25 g,Pazarama,"129,00 TL",sut-ve-kahvaltilik,539,6,57,30
Güneşoğlu 400 gr Kaşar Peyniri,PttAVM,"211,51 TL",sut-ve-kahvaltilik,404,25,2,33
İçim Yemek ve Soslara Özel 200 ml Krema,PttAVM,"47,53 TL",sut-ve-kahvaltilik,,,,
Naturpy 200 gr Kakaolu Pirinç Patlağı,Amazon,"99,00 TL",sut-ve-kahvaltilik,360,7.1,79,0.5
Eti Lifalif 6x500 gr Yulaf Ezmesi,Happy,"273,99 TL",sut-ve-kahvaltilik,389,16.9,66.3,6.9
Balıkesirli Gurmeylül Peynircilik 750 gr Az Tuzlu Ayvalık Tulum Peyniri,Pazarama,"372,60 TL",sut-ve-kahvaltilik,350,25,2,28
Tahsildaroğlu 350 gr %45 Koyun %40 Keçi %15 İnek Sütlerinden Ezine Peyniri,Getir Büyük,"214,99 TL",sut-ve-kahvaltilik,350,25,2,28
Nut Master 700 gr %100 Yer Fıstığı Ezmesi,Allkaria,"196,56 TL",sut-ve-kahvaltilik,,,,
Seğmen 100x15 gr Piknik Bal,idefix,"513,00 TL",sut-ve-kahvaltilik,304,0.3,82,0
Buffa 150 gr Burrata Peynir,idefix,"422,10 TL",sut-ve-kahvaltilik,350,25,2,28
Cebel 350 gr Sütlü Fındık Parçacıklı Fındık Kreması,Pazarama,"156,60 TL",sut-ve-kahvaltilik,539,6,57,30
500 gr Kars Gravyer Kaşarı,PttAVM,"356,61 TL",sut-ve-kahvaltilik,,,,
Adakoz Helva 20x55 gr Yer Fıstıklı Koz Helva,PttAVM,"327,19 TL",sut-ve-kahvaltilik,510,12,55,29
Nutrich Creamy Frambuazlı Doğal Fıstık Ezmesi 350 gr,Amazon,"325,00 TL",sut-ve-kahvaltilik,588,25,20,50
Nutella 3x750 gr Kakaolu Fındık Krem Çikolata,idefix,"636,40 TL",sut-ve-kahvaltilik,546,4.9,61,31
Nomi 8x50 gr Elma ve Cevizli Hazır Yulaf Lapası,Amazon,"296,00 TL",sut-ve-kahvaltilik,389,16.9,66.3,6.9
Güneşoğlu 600 gr Kaşar Peynir,PttAVM,"284,03 TL",sut-ve-kahvaltilik,350,25,2,28
Zencefil Organik 250 gr Yenilebilir Katı Kakao Yağı,Amazon,"969,90 TL",sut-ve-kahvaltilik,80,1.8,18.0,0.8
Picus 1 kg Siyah Tahin,Pazarama,"890,00 TL",sut-ve-kahvaltilik,595,17,22,53
Masala 450 gr Dinkel Buğday,PttAVM,"82,77 TL",sut-ve-kahvaltilik,,,,
Gaziantep Peynircisi 1 kg Antep Keçi Peyniri,Pazarama,"410,00 TL",sut-ve-kahvaltilik,350,25,2,28
Mill More 175 gr Organik Buğday Ruşeymi,Amazon,"196,43 TL",sut-ve-kahvaltilik,,,,
Teksen 1 kg Yeşil Kırma Zeytin,Amazon,"327,00 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Lissiya Farm 500 gr Doğal Krem Bal,Amazon,"365,00 TL",sut-ve-kahvaltilik,304,0.3,82,0
Gökbudak 850 gr Siirt Pervari Balı,idefix,"299,00 TL",sut-ve-kahvaltilik,304,0.3,82,0
Aktarix 1 kg Katkısız Doğal Yulaf Ezmesi,Amazon,"96,44 TL",sut-ve-kahvaltilik,389,16.9,66.3,6.9
Sütaş 5x35 gr Çilekli Hüptirik,Getir Büyük,"20,50 TL",sut-ve-kahvaltilik,,,,
Balparmak 7x7 gr Apitera Up,Amazon,"69,00 TL",sut-ve-kahvaltilik,,,,
Şenay 700 gr Soğuk Press Keçiboynuzu Özü,PttAVM,"215,54 TL",sut-ve-kahvaltilik,270,0.6,72,0.4
Nut Master Yer Fıstığı Ezmesi %81 8 x 340 gr,PttAVM,"1.424,99 TL",sut-ve-kahvaltilik,,,,
Umay Herbal Organik %100 Saf 30 gr Arı Sütü,Amazon,"880,00 TL",sut-ve-kahvaltilik,64,3.3,4.7,3.5
Sade Organik 250 gr Kaju Ezmesi,Amazon,"499,90 TL",sut-ve-kahvaltilik,553,18.2,30.2,43.8
Nutella 2x630 gr Kakaolu Fındık Kreması,Pazarama,"775,00 TL",sut-ve-kahvaltilik,539,6,57,30
Abdurrahman Tatlıcı 4x300 gr Kakaolu Tahin Helvası,PttAVM,"387,62 TL",sut-ve-kahvaltilik,595,17,22,53
Foze Az Tuzlu Kuru Sele Siyah Zeytin 1300 gr,Amazon,"924,00 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Torku Banada 4x700 gr Kakaolu Fındık Kreması,PttAVM,"724,31 TL",sut-ve-kahvaltilik,539,6,57,30
Gürsoy 10 kg Kakaolu Fındık Kreması,Pazarama,"1.709,90 TL",sut-ve-kahvaltilik,539,6,57,30
Karlıoğlu 200 gr Antep Fıstığı Kreması,PttAVM,"246,40 TL",sut-ve-kahvaltilik,562,20.0,28.0,45.0
Aktarix 500 gr Yulaf Ezmesi,Amazon,"75,49 TL",sut-ve-kahvaltilik,389,16.9,66.3,6.9
Kroisos 700 gr Organik Yağlı Salamura Siyah Zeytin,Amazon,"299,00 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
"Laçoko 3 kg İsme Özel Şekersiz, Katkısız, Glutensiz, Vegan, Doğal Çifte Kavrulmuş Parçacıklı Extra Crunchy Fıstık Ezmesi",Pazarama,"920,92 TL",sut-ve-kahvaltilik,588,25,20,50
5 kg Doğal Tereyağı,PttAVM,"1.783,05 TL",sut-ve-kahvaltilik,717,0.8,0.1,81
Balparmak 650 gr Yayla Çiçek Balı + 350 gr Çıtkapak Yayla ve Ova Çiçek Balı,Amazon,"459,00 TL",sut-ve-kahvaltilik,304,0.3,82,0
Seğmen Piknik 20x20 gr Süzme Çiçek Balı,Seğmen,"105,75 TL",sut-ve-kahvaltilik,304,0.3,82,0
Köyceğiz 330 gr Cam Kavanoz Püren Balı,idefix,"390,75 TL",sut-ve-kahvaltilik,304,0.3,82,0
Tüdab 800 gr Hurma Pekmezi,Pazarama,"260,91 TL",sut-ve-kahvaltilik,290,0.6,74,0.3
Trakya 450 ml Peynir Mayası,PttAVM,"198,11 TL",sut-ve-kahvaltilik,350,25,2,28
Gurmepark Klasik 1 kg Van Otlu Beyaz Peynir,PttAVM,"467,17 TL",sut-ve-kahvaltilik,350,25,2,28
Gurmepark Kars 500 gr Gravyer Peyniri,PttAVM,"377,31 TL",sut-ve-kahvaltilik,350,25,2,28
"Laçoko 2 kg İsme Özel Şekersiz,Saf,Katkısız,Glutensiz,Vegan,Doğal Az Kavrulmuş(Çiğ) Fıstık Ezmesi",PttAVM,"570,04 TL",sut-ve-kahvaltilik,588,25,20,50
Seğmen 1 kg Sade Helva,idefix,"22,50 TL",sut-ve-kahvaltilik,510,12,55,29
Bozkırlı Çavuşoğlu 930 gr Kepeksiz Tahin,Pazarama,"229,50 TL",sut-ve-kahvaltilik,595,17,22,53
Doğalsan 400 gr Yulaf Kepeği,emekpazari,"66,38 TL",sut-ve-kahvaltilik,389,16.9,66.3,6.9
Koska 1 kg Sade Helva,Carrefour,"253,75 TL",sut-ve-kahvaltilik,510,12,55,29
Toposmanoğlu 1 kg Antep Fıstıklı Helva,PttAVM,"519,57 TL",sut-ve-kahvaltilik,510,12,55,29
Koop 220 gr Az Tuzlu Hellim Peynir,Pazarama,"249,00 TL",sut-ve-kahvaltilik,350,25,2,28
Lotus Bıscoff 250 gr + Bıscoff Spread Orıgınal 400 gr Sürülebilir Bisküvi,idefix,"430,00 TL",sut-ve-kahvaltilik,475,6.7,68,20
Nutella 350 gr Plant Based Vegan,Vegan Pazaryeri,"449,90 TL",sut-ve-kahvaltilik,,,,
Oruç Dede 500 gr Antep Fıstıklı Tahin Helvası,Amazon,"183,00 TL",sut-ve-kahvaltilik,595,17,22,53
Kahve Dünyası 380 gr El Yapımı Fındık Kreması,Pazarama,"235,00 TL",sut-ve-kahvaltilik,539,6,57,30
1 kg Erzurum Taze Kaşar Peyniri,PttAVM,"234,26 TL",sut-ve-kahvaltilik,404,25,2,33
Berla 75 gr Dilim Kaşar Peynir,PttAVM,"34,92 TL",sut-ve-kahvaltilik,350,25,2,28
Seysu  500 gr Kuru İncir Reçeli,PttAVM,"124,11 TL",sut-ve-kahvaltilik,270,0.3,69,0.1
Cebel Fındık Parçacıklı Kakaolu Fındık Kreması Kova 900 gr,PttAVM,"205,21 TL",sut-ve-kahvaltilik,539,6,57,30
Torku 1 kg Frema Kakaolu Fındık Kreması,Amazon,"140,60 TL",sut-ve-kahvaltilik,539,6,57,30
Milka 350 gr Spread Fındıklı Sürülebilir Çikolata,Amazon,"149,90 TL",sut-ve-kahvaltilik,546,4.9,61,31
LSF Ulukışla Çiftliği'nden 500 gr Tuzsuz Yayık Tereyağı,Amazon,"400,00 TL",sut-ve-kahvaltilik,717,0.8,0.1,81
Laçoko 1.4 kg Şekersiz Katkısız Glutensiz Doğal Çifte Kavrulmuş Parçacıklı Ballı Yer Fıstığı Ezmesi,PttAVM,"544,48 TL",sut-ve-kahvaltilik,,,,
Yazanoğlu 700 gr Keçiboynuzlu Tahin Helvası,Amazon,"199,00 TL",sut-ve-kahvaltilik,595,17,22,53
Marmarabirlik 500 gr Vakumlu Süper Salamura Siyah Zeytin,a101,"59,90 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Eşref Zeytincilik 900 gr Vıp Yağlı Siyah Zeytin,Pazarama,"400,00 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Algündüz 5 kg Teneke Yumuşak İnek Peyniri,Pazarama,"1.800,00 TL",sut-ve-kahvaltilik,350,25,2,28
Seyidoğlu 15x100 gr Koli Piknik Kayısı Reçeli,idefix,"152,00 TL",sut-ve-kahvaltilik,48,1.4,11.0,0.4
Marmarabirlik 12x340 gr Sade Zeytin Ezmesi,Amazon,"979,90 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Kaanlar 450 gr 201-230 Xl Doğal Salamura Yağlı Siyah Zeytin,Amazon,"329,90 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Lotus Biscoff Spread Original 1600 gr,Amazon,"935,00 TL",sut-ve-kahvaltilik,,,,
Beyorganik 600 gr Yerli Susamdan Organik Tahin,Pazarama,"450,00 TL",sut-ve-kahvaltilik,595,17,22,53
Kellogg's 3x300 gr Special K Bitter Çikolatalı Hindistan Cevizi Dilimli Gevrek,Amazon,"349,90 TL",sut-ve-kahvaltilik,354,3.3,15.0,33.5
Cerenay Zeytincilik 291-320 Kalibre 5 kg Az Tuzlu Gemlik Yağlı Sele Sofralık Siyah Kahverengi Zeytin,Pazarama,"630,00 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Balparmak 460 gr Yüksek Yayla Çiçek Balı,Getir Büyük,"229,99 TL",sut-ve-kahvaltilik,304,0.3,82,0
Dark Brown 400 gr Sürülebilir Gerçek Çikolatalı Bitter Fındık Kreması,Pazarama,"431,91 TL",sut-ve-kahvaltilik,539,6,57,30
Dola 640 gr Glutensiz Hurma Özü,Özel Beslenme,"145,00 TL",sut-ve-kahvaltilik,282,2.5,75.0,0.4
İçim 1 lt Light Sütü,Amazon,"199,90 TL",sut-ve-kahvaltilik,64,3.3,4.7,3.5
Tarım Kredi Kooperatifi Sade Tahin Helvası 350 gr,Pazarama,"168,89 TL",sut-ve-kahvaltilik,595,17,22,53
Bi Fındık 250 gr Doğal Hurmalı Kahvaltılık Sürülebilir Fındık Ezmesi,Pazarama,"260,10 TL",sut-ve-kahvaltilik,633,14,17,61
Alabolan 200 gr Siyah Zeytin Ezmesi,Pazarama,"49,41 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Fındık Kabuğu 300 gr Parçacıklı Sütlü %50 Fındık Kreması,Pazarama,"196,11 TL",sut-ve-kahvaltilik,539,6,57,30
Balparmak 120x7 gr Katla Balla Yayla Çiçek Balı,Amazon,"491,00 TL",sut-ve-kahvaltilik,304,0.3,82,0
Oruç Dede 500 gr Antep Fıstıklı Tahin Helvası,Amazon,"183,00 TL",sut-ve-kahvaltilik,595,17,22,53
Tüdab 800 gr Hurma Pekmezi,Pazarama,"260,91 TL",sut-ve-kahvaltilik,290,0.6,74,0.3
"Laçoko 3 kg İsme Özel Şekersiz, Katkısız, Glutensiz, Vegan, Doğal Çifte Kavrulmuş Parçacıklı Extra Crunchy Fıstık Ezmesi",Pazarama,"920,92 TL",sut-ve-kahvaltilik,588,25,20,50
Cebel Fındık Parçacıklı Kakaolu Fındık Kreması Kova 900 gr,PttAVM,"205,21 TL",sut-ve-kahvaltilik,539,6,57,30
LSF Ulukışla Çiftliği'nden 500 gr Tuzsuz Yayık Tereyağı,Amazon,"400,00 TL",sut-ve-kahvaltilik,717,0.8,0.1,81
Laçoko 1.4 kg Şekersiz Katkısız Glutensiz Doğal Çifte Kavrulmuş Parçacıklı Ballı Yer Fıstığı Ezmesi,PttAVM,"544,48 TL",sut-ve-kahvaltilik,,,,
Seel 500 g Elazığ Petek Balı,Amazon,"355,00 TL",sut-ve-kahvaltilik,304,0.3,82,0
Yazanoğlu 700 gr Keçiboynuzlu Tahin Helvası,Amazon,"199,00 TL",sut-ve-kahvaltilik,595,17,22,53
Eşref Zeytincilik 900 gr Vıp Yağlı Siyah Zeytin,Pazarama,"400,00 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Seysu  500 gr Kuru İncir Reçeli,PttAVM,"124,11 TL",sut-ve-kahvaltilik,270,0.3,69,0.1
Metin BaBa 840 gr Kakaolu Tahin Helvası,Hakmarekspress,"169,00 TL",sut-ve-kahvaltilik,595,17,22,53
Seyidoğlu Üzüm Özü Pekmez 640 gr,Hakmarekspress,"99,00 TL",sut-ve-kahvaltilik,290,0.6,74,0.3
Akpınar 900 gr Erzincan Tulum Peyniri,Pazarama,"607,91 TL",sut-ve-kahvaltilik,350,25,2,28
Balparmak 120x7 gr Katla Balla Yayla Çiçek Balı,Amazon,"491,00 TL",sut-ve-kahvaltilik,304,0.3,82,0
Beyorganik 600 gr Yerli Susamdan Organik Tahin,Pazarama,"450,00 TL",sut-ve-kahvaltilik,595,17,22,53
Tkv 350 gr Narenciye Balı,PttAVM,"252,45 TL",sut-ve-kahvaltilik,304,0.3,82,0
Dola 640 gr Karadut Özü,emekpazari,"167,81 TL",sut-ve-kahvaltilik,43,1.4,10,0.5
Everfresh 300 gr Baharatlı Tofu Peyniri,Vegan Pazaryeri,"162,00 TL",sut-ve-kahvaltilik,350,25,2,28
Taş Değirmen 960 gr Tahin,Pazarama,"314,91 TL",sut-ve-kahvaltilik,595,17,22,53
"Taş Değirmen 1,9 kg Çifte Kavrulmuş Tahin",Pazarama,"584,91 TL",sut-ve-kahvaltilik,595,17,22,53
DoğuMark 1 kg Yarım Yağlı Lor Peyniri,Pazarama,"306,00 TL",sut-ve-kahvaltilik,350,25,2,28
Pınar Vanilya Aromalı 500 ml Protein Süt,Getir Büyük,"51,50 TL",sut-ve-kahvaltilik,288,3.0,13.0,12.0
Muratbey 200 gr Plus Kaymaklı Krem Peynir,Getir Büyük,"44,50 TL",sut-ve-kahvaltilik,350,25,2,28
Altınkılıç 450 gr Klasik Dilimli İnek Peyniri,Getir Büyük,"202,50 TL",sut-ve-kahvaltilik,350,25,2,28
Marmarabirlik 12x340 gr Sade Zeytin Ezmesi,Amazon,"979,90 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Kaanlar 450 gr 201-230 Xl Doğal Salamura Yağlı Siyah Zeytin,Amazon,"329,90 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Okyay 840 gr Kakaolu Tahin Helvası,Pazarama,"265,46 TL",sut-ve-kahvaltilik,595,17,22,53
Lotus Biscoff Spread Original 1600 gr,Amazon,"935,00 TL",sut-ve-kahvaltilik,,,,
Kaanlar 291-320 1 kg Doğal Salamura Yağlı Siyah Zeytin,idefix,"330,00 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Alabolan 200 gr Siyah Zeytin Ezmesi,Pazarama,"49,41 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Fındık Kabuğu 300 gr Parçacıklı Sütlü %50 Fındık Kreması,Pazarama,"196,11 TL",sut-ve-kahvaltilik,539,6,57,30
Dola 640 gr Glutensiz Hurma Özü,Özel Beslenme,"145,00 TL",sut-ve-kahvaltilik,282,2.5,75.0,0.4
Bonne Maman 370 gr Kayısı Reçeli,Carrefour,"107,75 TL",sut-ve-kahvaltilik,48,1.4,11.0,0.4
Komili 5 lt Sızma Zeytinyağı + 2 lt Natürel Sızma Zeytinyağı,Amazon,"1.923,90 TL",sut-ve-kahvaltilik,884,0,0,100
Gürsoy 350 gr Dore Sütlü Fındık Kreması,a101,"99,00 TL",sut-ve-kahvaltilik,539,6,57,30
Kuşadası 300 gr Klasik Beyaz Peynir,a101,"75,00 TL",sut-ve-kahvaltilik,350,25,2,28
Torku Coco Troico 230 ml Beyaz Çikolatalı Süt,a101,"19,95 TL",sut-ve-kahvaltilik,64,3.3,4.7,3.5
Muratbey 1 kg Burgu Peynir,Pazarama,"395,00 TL",sut-ve-kahvaltilik,350,25,2,28
Akpınar 900 gr Erzincan Tulum Peyniri,Pazarama,"607,91 TL",sut-ve-kahvaltilik,350,25,2,28
Metin BaBa 840 gr Kakaolu Tahin Helvası,Hakmarekspress,"169,00 TL",sut-ve-kahvaltilik,595,17,22,53
Seyidoğlu Üzüm Özü Pekmez 640 gr,Hakmarekspress,"99,00 TL",sut-ve-kahvaltilik,290,0.6,74,0.3
Fiskobirlik Nuga 2x700 gr Kakaolu Fındık Kreması,PttAVM,"439,42 TL",sut-ve-kahvaltilik,539,6,57,30
1 kg Bitlis Yerli Karakovan Bal,PttAVM,"1.436,76 TL",sut-ve-kahvaltilik,304,0.3,82,0
Egeye Dönüş 900 gr Çıtır Kabak Tatlısı Reçeli,Amazon,"544,90 TL",sut-ve-kahvaltilik,270,0.3,69,0.1
Kavanoz Ev Yapımı Hakiki Doğal 1 kg Çam Kozalagı Pekmezi,PttAVM,"190,00 TL",sut-ve-kahvaltilik,290,0.6,74,0.3
Bahçıvan 200 gr Örgü Peyniri,Getir Büyük,"103,99 TL",sut-ve-kahvaltilik,350,25,2,28
Tamek 800 gr Vişne Reçeli,Amazon,"81,00 TL",sut-ve-kahvaltilik,270,0.3,69,0.1
St.Dalfour 284 gr Mavi Böğürtlen Reçeli,Carrefour,"374,00 TL",sut-ve-kahvaltilik,43,1.4,10.0,0.5
Evde Paket 5x1 gr Yoğurt Mayası,Pazarama,"95,00 TL",sut-ve-kahvaltilik,61,5.2,4.3,3.1
Kaanlar 291-320 1 kg Doğal Salamura Yağlı Siyah Zeytin,idefix,"330,00 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Buffa 100 gr Tam Yağlı Taze Burrata Peyniri,Carrefour,"270,25 TL",sut-ve-kahvaltilik,350,25,2,28
Balparmak 850 gr Yayla Çiçek Balı + 90 gr Çam Balı,Carrefour,"312,10 TL",sut-ve-kahvaltilik,304,0.3,82,0
Napoli Antica 50 gr Baby Tam Yağlı Taze Manda Sütlü Burrata Peyniri,Carrefour,"115,25 TL",sut-ve-kahvaltilik,350,25,2,28
Gürsoy Kakaolu Fındık Kreması 400 gr + Gürsoy 400 gr Bitter Çikolatalı Kakaolu Fındık Kreması,Pazarama,"275,32 TL",sut-ve-kahvaltilik,539,6,57,30
Dola 640 gr Karadut Özü,emekpazari,"167,81 TL",sut-ve-kahvaltilik,43,1.4,10,0.5
Tadıbu Bitter Kakaolu 330 gr Fındık Ezmesi,PttAVM,"150,71 TL",sut-ve-kahvaltilik,633,14,17,61
Sacitoğlu 500 gr Klasik Beyaz Peynir,Pazarama,"193,50 TL",sut-ve-kahvaltilik,350,25,2,28
Tkv 350 gr Narenciye Balı,PttAVM,"252,45 TL",sut-ve-kahvaltilik,304,0.3,82,0
Everfresh 300 gr Baharatlı Tofu Peyniri,Vegan Pazaryeri,"162,00 TL",sut-ve-kahvaltilik,350,25,2,28
"Taş Değirmen 1,9 kg Çifte Kavrulmuş Tahin",Pazarama,"584,91 TL",sut-ve-kahvaltilik,595,17,22,53
DoğuMark 1 kg Yarım Yağlı Lor Peyniri,Pazarama,"306,00 TL",sut-ve-kahvaltilik,350,25,2,28
Taş Değirmen 960 gr Tahin,Pazarama,"314,91 TL",sut-ve-kahvaltilik,595,17,22,53
Okyay 840 gr Kakaolu Tahin Helvası,Pazarama,"265,46 TL",sut-ve-kahvaltilik,595,17,22,53
Taç 2x800 gr Keçiboynuzu Harnup Pekmezi,PttAVM,"309,92 TL",sut-ve-kahvaltilik,290,0.6,74,0.3
Kellogg's 700 gr Cocopops Çikolatalı Mısır ve Buğday Gevreği,Pazarama,"89,93 TL",sut-ve-kahvaltilik,,,,
Balparmak 460 gr Süzme Çam Balı,Amazon,"210,05 TL",sut-ve-kahvaltilik,304,0.3,82,0
Wefood Organik Tahin 300 gr + Wefood 315 gr Organik Keçiboynuzu Özü,idefix,"567,00 TL",sut-ve-kahvaltilik,270,0.6,72,0.4
Gurmepark 1 kg İsli Sade Çerkez Peyniri,idefix,"573,37 TL",sut-ve-kahvaltilik,350,25,2,28
Ekici 500 gr Tam Yağlı Beyaz Peynir,Şok,"109,00 TL",sut-ve-kahvaltilik,350,25,2,28
Karsüt 450 gr Civil Peyniri,Şok,"129,00 TL",sut-ve-kahvaltilik,350,25,2,28
Torku 200 gr Tam Yağlı Kase Yoğurt,a101,"17,95 TL",sut-ve-kahvaltilik,61,5.2,4.3,3.1
Dr. Oetker 3x72 gr Krem Şanti,a101,"87,50 TL",sut-ve-kahvaltilik,257,1.8,20,20
Sarelle Duo Sütlü Kakaolu 350 gr Fındık Kreması,Bim,"87,00 TL",sut-ve-kahvaltilik,539,6,57,30
Milkten 500 gr Krem Peynir,a101,"79,00 TL",sut-ve-kahvaltilik,350,25,2,28
Nesquik 310 gr Çokokare Çikolata Dolgulu Mısır Gevreği,Bim,"54,50 TL",sut-ve-kahvaltilik,546,4.9,61,31
Yörükoğlu 900 gr Tam Yağlı Beyaz Peynir,a101,"129,00 TL",sut-ve-kahvaltilik,350,25,2,28
Kaanlar 500 gr Geleneksel Tereyağ,a101,"189,90 TL",sut-ve-kahvaltilik,717,0.8,0.1,81
Teksüt 1 lt Yarım Yağlı Süt,Getir Büyük,"29,60 TL",sut-ve-kahvaltilik,64,3.3,4.7,3.5
Pınar 600 gr Kahvaltı Keyfi Tost Peyniri,Carrefoursa,"199,90 TL",sut-ve-kahvaltilik,350,25,2,28
Sütaş 120x10 gr Piknik Tereyağı,PttAVM,"877,46 TL",sut-ve-kahvaltilik,717,0.8,0.1,81
Aktarzane 1 kg Saf Arı Poleni Kuru Polen,Amazon,"1.099,00 TL",sut-ve-kahvaltilik,316,24,40,5
Nestle Corn Flakes 650 gr Mısır Gevreği,Carrefour,"140,30 TL",sut-ve-kahvaltilik,,,,
Marmarabirlik 4XS 800 gr Kuru Sele Siyah Zeytin,a101,"150,00 TL",sut-ve-kahvaltilik,115,0.8,6.3,11
Cem 1 kg Biberli Yeşil Zeytin,a101,"149,00 TL",sut-ve-kahvaltilik,145,1.0,3.8,15
Yayla 450 gr Peynir Mayası,PttAVM,"157,61 TL",sut-ve-kahvaltilik,350,25,2,28
Abdurrahman Tatlıcı 650 gr Keçiboynuzu Pekmezi,PttAVM,"174,72 TL",sut-ve-kahvaltilik,290,0.6,74,0.3
